obsolete_hs10,obsolete_desc_en,new_hs10,new_desc_en,same_code,mechanical_relation,mapping_type,source_file,checked_on
8419900020,"Parts, of apparatus, of a type used in restaurants, hotels or similar locations",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8419900030,"Parts, of medical, surgical or laboratory sterilizers",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8419900090,"Pts,mchy/plant/lab equip,f treat by chang temp & insta/strg wat heat,n-elec,nes",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8423900000,Weighing machine weights of all kinds; parts of weighing machinery,8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8431100090,"Parts, of pulley tackle & hoists o/t skip hoists, winches & capstans, jacks, nes",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8431200000,Parts for fork-lift trucks or trucks fitted with lifting or handling equipment,8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8431310010,Parts of lifts,8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8431310020,Parts of skip hoists,8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8431310030,Parts of escalators,8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8431390010,Parts of pneumatic or other continuous-action elevators and conveyors,8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8431390020,Parts of self-propelled crawler mounted pipelayers,8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8431390090,"Parts of other lifting/handling/loading/unloading machinery, nes",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8431430020,"Parts for oil and gas field, boring or sinking machinery",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8431430090,"Parts, for other boring and sinking machinery, nes",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8431490012,"Parts of mobile lifting frames,straddle carriers & work trucks fitted w a crane",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8431490019,"Parts of derricks or cranes, nes",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8431490091,Parts of coal or rock cutters & tunneling machinery,8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8431490099,"Parts,of cranes,work-trucks,shovels & o const machinery,of No 84.29/84.30,nes",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8443990090,"Other parts and accessories of printing machinery, nes",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8473210000,"Parts & accessories,of electronic calculating mach of No 8470.10/8470.21/8470.29",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8473290000,"Parts and accessories, of calculating and accounting machines of No 84.70, nes",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8473302000,Printed circuit assemblies of the machines of heading 84.71,8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8473303000,"Parts & accessories, of printed circuit assemblies, for machines of No 84.71",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8473309000,"Pts & access f: adpm,units t/o,magnt/opt readers,mach f transcr/process data,nes",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8473400000,"Parts and accessories, of office machines of No 84.72",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8473501000,"Printed crt asy,equally suit for use w mach of two or more Nos 84.70 to 84.72",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8473502000,"Pts & access,of printed circuit asy,f use w mach of two/more Nos 84.70 to 84.72",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8473509000,"Printed crt asy,equally suit for use w mach of two/more Nos 84.70 to 84.72,nda",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8476900000,"Parts, of automatic goods-vending machine",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8486900000,"Parts & accessories,of machines & apparatus specified in Note 9 (C) to Chapter",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8504901000,Printed circuit assemblies for static converters or other inductors,8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8504909081,Parts of electric transformers having a power handling capacity < 500 kVA,8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8504909082,Parts of electric transformers having a power handling capacity >= 500 kVA,8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8504909090,"Parts, of electrical transformers, static converters and inductors, nes",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8509902000,"Parts,f manufacture of goods of No 85.09 & goods of No 8509.40.90 or 8509.80.90",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8516904000,Printed circuit assemblies for domestic microwave ovens,8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8516906000,"Top surface panels,w/n with htg elements or controls, for ovens or cookers, dom",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8516909070,Parts for ovens or cookers,8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8516909090,"Pts,of elec insta/strg wat & imm heat,elec htg app,electro-thermic appl dom,nes",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8517700000,"Pts,of tel sets & app f trans/recep vce/img/data,o/t Nos 84.43/85.25/85.27/85.28",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8522901000,Printed circuit assemblies for apparatus of headings 85.19 to 85.21,8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8522909000,"Parts and accessories, for sound/video recording/reproducing apparatus, nes",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8529901000,Parts for printed circuit assemblies,8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8529903100,"Combinations of parts of tv receivers, video process & ampli syst, tuners, etc",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8529903900,"Parts of of tv receivers,video process & ampli syst, tuners, tuner cntl,etc, nes",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8529905000,"Parts, including face plates and lock latches, for printed circuit assemblies",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8529906000,"Parts of goods of heading 85.25 or 85.27, o/t parts of cellular telephones, nes",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8529909000,"Parts for apparatus of headings 85.25 to 85.28, nes",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8543900000,"Parts,of electrical machines & app,having individual functions,nes in Chapter 85",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8708299100,"P&a of bodies,for veterinary units & mfr fire fighting vehicles,pts for tractors",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8708999100,"Pts,f trac No 87.01,o/t road/etc & afmket gas tanks;p&a vet & fire fight veh,nes",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8714100000,"Motorcycle parts, including mopeds, nes",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8714200000,"Parts of carriages for disabled persons, nes",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8714999000,"Parts and accessories, of bicycles, other cycles or side-cars, nes",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8803300000,"Parts of airplanes or helicopters, nes",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
8803900000,"Parts of balloons, dirigibles, gliders, spacecraft, satellites, etc, nes",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
9015900000,"P&a,f surveying/hydrographic/ocean/hydrol/meteo/geoph inst & appl & rangefinders",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
9017900000,Parts and accessories for use with the apparatus of No 90.17,8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
9018119100,Printed circuit assemblies for electro-cardiographs,8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
9018119900,"Parts and accessories for electro-cardiographs, nes",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
9018120000,Electro-diagnostic ultrasonic scanning apparatus,8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
9018130000,Electro-diagnostic magnetic resonance imaging apparatus,8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
9018140000,Electro-diagnostic scinitigraphic apparatus,8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
9018191010,"Patient monitoring sys cmplt,incorp func such as monitor temp,blood pres & pulse",8524199000,"Flat panel display modules,w out driv/cntl crt,w/n incorp touch-sens screens,nes",False,different chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
